,material,shape,coat/functional group,synthesismethod,surface charge,size in medium (nm),zeta in medium (mV),no of cells (cells/well),human/animal,cell source,cell tissue,cell morphology,cell age,time (hr),concentration (ug/ml),test,test indicator,viability (%),DOI,core size (nm),surface area,Hydrodynamic diameter (nm),Zeta potential (mV),Cell type,Molecular weight (g/mol),norm by time+conc,Zeta norm,Zeta norm (log),Hydro norm,Hydro norm (log),size med norm,size med norm (log),zeta med norm,zeta med norm (log),surf norm,surf norm (log),mol wt norm,mol wt norm (log),Zeta/Diam norm,Zeta/Diam norm (log),zeta/surf norm,zeta/surf norm (log),zeta/(hydro*surf) norm,zeta/(hydro*surf) norm (log),hydro/core,hydro/core norm,hydro/core norm (log),ch per particle norm,ch per particle norm (log),surf per particle norm,surf per particle norm (log),ch per surf per particle norm,ch per surf per particle norm (log),ch per moles norm,ch per moles norm (log)
1001,ZnO,Sphere,None,Commercial,Negative,273.4,-11.7,350000.0,H,Human,BoneMarrow,Epithelial,Adult,6.0,40.0,NRU,NeutralRed,53.275,10.1016/j.envint.2013.02.013,,,100.0,-8.23,SHSY5Y,196.966569,240.0,-0.03429166666666667,,0.4166666666666667,-0.38021124171160603,1.1391666666666667,0.05658726852019745,-0.048749999999999995,,,,0.8206940374999999,-0.08581872179821694,-0.00034291666666666666,,,,,,,,,,,,,,,-0.00017409891861733487,
1002,ZnO,Sphere,None,Commercial,Negative,273.4,-11.7,350000.0,H,Human,BoneMarrow,Epithelial,Adult,6.0,80.0,NRU,NeutralRed,59.825,10.1016/j.envint.2013.02.013,,,100.0,-8.23,SHSY5Y,196.966569,480.0,-0.017145833333333336,,0.20833333333333334,-0.6812412373755872,0.5695833333333333,-0.24444272714378373,-0.024374999999999997,,,,0.41034701874999996,-0.3868487174621981,-0.00017145833333333333,,,,,,,,,,,,,,,-8.704945930866743e-05,
1003,ZnO,Sphere,None,Commercial,Negative,273.4,-11.7,350000.0,H,Human,BoneMarrow,Epithelial,Adult,24.0,10.0,NRU,NeutralRed,104.8,10.1016/j.envint.2013.02.013,,,100.0,-8.23,SHSY5Y,196.966569,240.0,-0.03429166666666667,,0.4166666666666667,-0.38021124171160603,1.1391666666666667,0.05658726852019745,-0.048749999999999995,,,,0.8206940374999999,-0.08581872179821694,-0.00034291666666666666,,,,,,,,,,,,,,,-0.00017409891861733487,
1004,ZnO,Sphere,None,Commercial,Negative,273.4,-11.7,350000.0,H,Human,BoneMarrow,Epithelial,Adult,24.0,15.0,NRU,NeutralRed,100.0,10.1016/j.envint.2013.02.013,,,100.0,-8.23,SHSY5Y,196.966569,360.0,-0.022861111111111113,,0.2777777777777778,-0.5563025007672873,0.7594444444444444,-0.11950399053548384,-0.0325,,,,0.5471293583333333,-0.26190998085389816,-0.00022861111111111113,,,,,,,,,,,,,,,-0.0001160659457448899,
1005,ZnO,Sphere,None,Commercial,Negative,273.4,-11.7,350000.0,H,Human,BoneMarrow,Epithelial,Adult,24.0,20.0,NRU,NeutralRed,92.795,10.1016/j.envint.2013.02.013,,,100.0,-8.23,SHSY5Y,196.966569,480.0,-0.017145833333333336,,0.20833333333333334,-0.6812412373755872,0.5695833333333333,-0.24444272714378373,-0.024374999999999997,,,,0.41034701874999996,-0.3868487174621981,-0.00017145833333333333,,,,,,,,,,,,,,,-8.704945930866743e-05,
1006,ZnO,Sphere,None,Commercial,Negative,273.4,-11.7,350000.0,H,Human,BoneMarrow,Epithelial,Adult,24.0,25.0,NRU,NeutralRed,75.109,10.1016/j.envint.2013.02.013,,,100.0,-8.23,SHSY5Y,196.966569,600.0,-0.013716666666666667,,0.16666666666666666,-0.7781512503836436,0.4556666666666666,-0.3413527401518402,-0.0195,,,,0.32827761499999997,-0.4837587304702545,-0.00013716666666666668,,,,,,,,,,,,,,,-6.963956744693394e-05,
1007,ZnO,Sphere,None,Commercial,Negative,273.4,-11.7,350000.0,H,Human,BoneMarrow,Epithelial,Adult,24.0,30.0,NRU,NeutralRed,70.742,10.1016/j.envint.2013.02.013,,,100.0,-8.23,SHSY5Y,196.966569,720.0,-0.011430555555555557,,0.1388888888888889,-0.8573324964312684,0.3797222222222222,-0.420533986199465,-0.01625,,,,0.27356467916666666,-0.5629399765178793,-0.00011430555555555556,,,,,,,,,,,,,,,-5.803297287244495e-05,
1008,ZnO,Sphere,None,Commercial,Negative,273.4,-11.7,350000.0,H,Human,BoneMarrow,Epithelial,Adult,24.0,35.0,NRU,NeutralRed,68.996,10.1016/j.envint.2013.02.013,,,100.0,-8.23,SHSY5Y,196.966569,840.0,-0.009797619047619048,,0.11904761904761904,-0.9242792860618817,0.3254761904761905,-0.4874807758300782,-0.013928571428571427,,,,0.2344840107142857,-0.6298867661484926,-9.797619047619048e-05,,,,,,,,,,,,,,,-4.974254817638139e-05,
1009,ZnO,Sphere,None,Commercial,Negative,273.4,-11.7,350000.0,H,Human,BoneMarrow,Epithelial,Adult,24.0,40.0,NRU,NeutralRed,69.432,10.1016/j.envint.2013.02.013,,,100.0,-8.23,SHSY5Y,196.966569,960.0,-0.008572916666666668,,0.10416666666666667,-0.9822712330395684,0.28479166666666667,-0.5454727228077649,-0.012187499999999999,,,,0.20517350937499998,-0.6878787131261793,-8.572916666666667e-05,,,,,,,,,,,,,,,-4.352472965433372e-05,
1010,ZnO,Sphere,None,Commercial,Negative,273.4,-11.7,350000.0,H,Human,BoneMarrow,Epithelial,Adult,24.0,80.0,NRU,NeutralRed,49.345,10.1016/j.envint.2013.02.013,,,100.0,-8.23,SHSY5Y,196.966569,1920.0,-0.004286458333333334,,0.052083333333333336,-1.2833012287035497,0.14239583333333333,-0.8465027184717462,-0.006093749999999999,,,,0.10258675468749999,-0.9889087087901606,-4.286458333333333e-05,,,,,,,,,,,,,,,-2.176236482716686e-05,
1011,ZnO,Sphere,None,Commercial,Negative,273.4,-11.7,350000.0,H,Human,BoneMarrow,Epithelial,Adult,48.0,10.0,NRU,NeutralRed,96.288,10.1016/j.envint.2013.02.013,,,100.0,-8.23,SHSY5Y,196.966569,480.0,-0.017145833333333336,,0.20833333333333334,-0.6812412373755872,0.5695833333333333,-0.24444272714378373,-0.024374999999999997,,,,0.41034701874999996,-0.3868487174621981,-0.00017145833333333333,,,,,,,,,,,,,,,-8.704945930866743e-05,
1012,ZnO,Sphere,None,Commercial,Negative,273.4,-11.7,350000.0,H,Human,BoneMarrow,Epithelial,Adult,48.0,15.0,NRU,NeutralRed,100.44,10.1016/j.envint.2013.02.013,,,100.0,-8.23,SHSY5Y,196.966569,720.0,-0.011430555555555557,,0.1388888888888889,-0.8573324964312684,0.3797222222222222,-0.420533986199465,-0.01625,,,,0.27356467916666666,-0.5629399765178793,-0.00011430555555555556,,,,,,,,,,,,,,,-5.803297287244495e-05,
1013,ZnO,Sphere,None,Commercial,Negative,273.4,-11.7,350000.0,H,Human,BoneMarrow,Epithelial,Adult,48.0,20.0,NRU,NeutralRed,82.314,10.1016/j.envint.2013.02.013,,,100.0,-8.23,SHSY5Y,196.966569,960.0,-0.008572916666666668,,0.10416666666666667,-0.9822712330395684,0.28479166666666667,-0.5454727228077649,-0.012187499999999999,,,,0.20517350937499998,-0.6878787131261793,-8.572916666666667e-05,,,,,,,,,,,,,,,-4.352472965433372e-05,
1014,ZnO,Sphere,None,Commercial,Negative,273.4,-11.7,350000.0,H,Human,BoneMarrow,Epithelial,Adult,48.0,25.0,NRU,NeutralRed,63.755,10.1016/j.envint.2013.02.013,,,100.0,-8.23,SHSY5Y,196.966569,1200.0,-0.0068583333333333335,,0.08333333333333333,-1.0791812460476249,0.2278333333333333,-0.6423827358158214,-0.00975,,,,0.16413880749999998,-0.7847887261342358,-6.858333333333334e-05,,,,,,,,,,,,,,,-3.481978372346697e-05,
1015,ZnO,Sphere,None,Commercial,Negative,273.4,-11.7,350000.0,H,Human,BoneMarrow,Epithelial,Adult,48.0,30.0,NRU,NeutralRed,60.262,10.1016/j.envint.2013.02.013,,,100.0,-8.23,SHSY5Y,196.966569,1440.0,-0.005715277777777778,,0.06944444444444445,-1.1583624920952496,0.1898611111111111,-0.7215639818634463,-0.008125,,,,0.13678233958333333,-0.8639699721818606,-5.715277777777778e-05,,,,,,,,,,,,,,,-2.9016486436222473e-05,
1016,ZnO,Sphere,None,Commercial,Negative,273.4,-11.7,350000.0,H,Human,BoneMarrow,Epithelial,Adult,48.0,35.0,NRU,NeutralRed,59.607,10.1016/j.envint.2013.02.013,,,100.0,-8.23,SHSY5Y,196.966569,1680.0,-0.004898809523809524,,0.05952380952380952,-1.2253092817258628,0.16273809523809524,-0.7885107714940593,-0.006964285714285714,,,,0.11724200535714285,-0.9309167618124737,-4.898809523809524e-05,,,,,,,,,,,,,,,-2.4871274088190694e-05,
1017,ZnO,Sphere,None,Commercial,Negative,273.4,-11.7,350000.0,H,Human,BoneMarrow,Epithelial,Adult,48.0,40.0,NRU,NeutralRed,64.192,10.1016/j.envint.2013.02.013,,,100.0,-8.23,SHSY5Y,196.966569,1920.0,-0.004286458333333334,,0.052083333333333336,-1.2833012287035497,0.14239583333333333,-0.8465027184717462,-0.006093749999999999,,,,0.10258675468749999,-0.9889087087901606,-4.286458333333333e-05,,,,,,,,,,,,,,,-2.176236482716686e-05,
1018,ZnO,Sphere,None,Commercial,Negative,273.4,-11.7,350000.0,H,Human,BoneMarrow,Epithelial,Adult,48.0,80.0,NRU,NeutralRed,55.677,10.1016/j.envint.2013.02.013,,,100.0,-8.23,SHSY5Y,196.966569,3840.0,-0.002143229166666667,,0.026041666666666668,-1.5843312243675307,0.07119791666666667,-1.1475327141357274,-0.0030468749999999997,,,,0.051293377343749995,-1.2899387044541417,-2.1432291666666666e-05,,,,,,,,,,,,,,,-1.088118241358343e-05,
1019,ZnO,Sphere,None,Commercial,Negative,278.8,-11.5,400000.0,A,Mouse,Peritoneal Cavity,Macrophage,Adult,24.0,1.0,MTT,TetrazoliumSalt,91.342,10.1016/j.tiv.2013.12.004,,,50.0,71.7,Macrophages,196.966569,24.0,2.9875000000000003,0.47530791395619415,2.0833333333333335,0.31875876262441283,11.616666666666667,1.0650815277143657,-0.4791666666666667,,,,8.206940375,0.9141812782017831,0.059750000000000004,-1.2236620903798248,,,,,,,,,,,,,,0.01516754855997923,-1.819084605957195
1020,ZnO,Sphere,None,Commercial,Negative,278.8,-11.5,400000.0,A,Mouse,Peritoneal Cavity,Macrophage,Adult,24.0,2.5,MTT,TetrazoliumSalt,61.905,10.1016/j.tiv.2013.12.004,,,50.0,71.7,Macrophages,196.966569,60.0,1.195,0.07736790528415652,0.8333333333333334,-0.0791812460476248,4.6466666666666665,0.6671415190423282,-0.19166666666666668,,,,3.2827761499999997,0.5162412695297455,0.0239,-1.6216020990518623,,,,,,,,,,,,,,0.006067019423991693,-2.2170246146292327
1021,ZnO,Sphere,None,Commercial,Negative,278.8,-11.5,400000.0,A,Mouse,Peritoneal Cavity,Macrophage,Adult,24.0,5.0,MTT,TetrazoliumSalt,31.818,10.1016/j.tiv.2013.12.004,,,50.0,71.7,Macrophages,196.966569,120.0,0.5975,-0.22366209037982468,0.4166666666666667,-0.38021124171160603,2.3233333333333333,0.36611152337834696,-0.09583333333333334,,,,1.6413880749999998,0.21521127386576425,0.01195,-1.9226320947158435,,,,,,,,,,,,,,0.0030335097119958466,-2.518054610293214
1022,ZnO,Sphere,None,Commercial,Negative,278.8,-11.5,400000.0,A,Mouse,Peritoneal Cavity,Macrophage,Adult,24.0,10.0,MTT,TetrazoliumSalt,15.152,10.1016/j.tiv.2013.12.004,,,50.0,71.7,Macrophages,196.966569,240.0,0.29875,-0.5246920860438059,0.20833333333333334,-0.6812412373755872,1.1616666666666666,0.06508152771436577,-0.04791666666666667,,,,0.8206940374999999,-0.08581872179821694,0.005975,-2.2236620903798245,,,,,,,,,,,,,,0.0015167548559979233,-2.819084605957195
1023,SiO2,Sphere,None,Sol-Gel Method,,,,100000.0,H,Human,Umbilical Vein,Endothelial,Embryonic,24.0,5.0,CVS,CrystalViolet,92.5,10.1186/s12951-019-0456-4,,,21.8,,HUVEC,196.966569,120.0,,,0.18166666666666667,-0.7407247524430199,,,,,,,1.6413880749999998,0.21521127386576425,,,,,,,,,,,,,,,,,
1024,SiO2,Sphere,None,Sol-Gel Method,,,,100000.0,H,Human,Umbilical Vein,Endothelial,Embryonic,24.0,10.0,CVS,CrystalViolet,80.208,10.1186/s12951-019-0456-4,,,21.8,,HUVEC,196.966569,240.0,,,0.09083333333333334,-1.041754748107001,,,,,,,0.8206940374999999,-0.08581872179821694,,,,,,,,,,,,,,,,,
1025,SiO2,Sphere,None,Sol-Gel Method,,,,100000.0,H,Human,Umbilical Vein,Endothelial,Embryonic,24.0,15.0,CVS,CrystalViolet,63.958,10.1186/s12951-019-0456-4,,,21.8,,HUVEC,196.966569,360.0,,,0.06055555555555556,-1.2178460071626824,,,,,,,0.5471293583333333,-0.26190998085389816,,,,,,,,,,,,,,,,,
1026,SiO2,Sphere,None,Sol-Gel Method,,,,100000.0,H,Human,Umbilical Vein,Endothelial,Embryonic,24.0,20.0,CVS,CrystalViolet,45.417,10.1186/s12951-019-0456-4,,,21.8,,HUVEC,196.966569,480.0,,,0.04541666666666667,-1.3427847437709823,,,,,,,0.41034701874999996,-0.3868487174621981,,,,,,,,,,,,,,,,,
1027,SiO2,Sphere,None,Sol-Gel Method,,,,100000.0,H,Human,Umbilical Vein,Endothelial,Embryonic,24.0,25.0,CVS,CrystalViolet,36.458,10.1186/s12951-019-0456-4,,,21.8,,HUVEC,196.966569,600.0,,,0.036333333333333336,-1.4396947567790388,,,,,,,0.32827761499999997,-0.4837587304702545,,,,,,,,,,,,,,,,,
1028,SiO2,Sphere,None,Sol-Gel Method,,,,100000.0,H,Human,Umbilical Vein,Endothelial,Embryonic,24.0,5.0,CVS,CrystalViolet,97.292,10.1186/s12951-019-0456-4,,,31.4,,HUVEC,196.966569,120.0,,,0.26166666666666666,-0.58225159797441,,,,,,,1.6413880749999998,0.21521127386576425,,,,,,,,,,,,,,,,,
1029,SiO2,Sphere,None,Sol-Gel Method,,,,100000.0,H,Human,Umbilical Vein,Endothelial,Embryonic,24.0,10.0,CVS,CrystalViolet,93.958,10.1186/s12951-019-0456-4,,,31.4,,HUVEC,196.966569,240.0,,,0.13083333333333333,-0.8832815936383911,,,,,,,0.8206940374999999,-0.08581872179821694,,,,,,,,,,,,,,,,,
1030,SiO2,Sphere,None,Sol-Gel Method,,,,100000.0,H,Human,Umbilical Vein,Endothelial,Embryonic,24.0,15.0,CVS,CrystalViolet,87.083,10.1186/s12951-019-0456-4,,,31.4,,HUVEC,196.966569,360.0,,,0.08722222222222221,-1.0593728526940724,,,,,,,0.5471293583333333,-0.26190998085389816,,,,,,,,,,,,,,,,,
1031,SiO2,Sphere,None,Sol-Gel Method,,,,100000.0,H,Human,Umbilical Vein,Endothelial,Embryonic,24.0,20.0,CVS,CrystalViolet,82.5,10.1186/s12951-019-0456-4,,,31.4,,HUVEC,196.966569,480.0,,,0.06541666666666666,-1.1843115893023723,,,,,,,0.41034701874999996,-0.3868487174621981,,,,,,,,,,,,,,,,,
1032,SiO2,Sphere,None,Sol-Gel Method,,,,100000.0,H,Human,Umbilical Vein,Endothelial,Embryonic,24.0,25.0,CVS,CrystalViolet,74.167,10.1186/s12951-019-0456-4,,,31.4,,HUVEC,196.966569,600.0,,,0.05233333333333333,-1.2812216023104288,,,,,,,0.32827761499999997,-0.4837587304702545,,,,,,,,,,,,,,,,,
1033,SiO2,Sphere,None,Sol-Gel Method,,,,100000.0,H,Human,Umbilical Vein,Endothelial,Embryonic,24.0,5.0,CVS,CrystalViolet,92.5,10.1186/s12951-019-0456-4,,,56.7,,HUVEC,196.966569,120.0,,,0.47250000000000003,-0.3255981871547182,,,,,,,1.6413880749999998,0.21521127386576425,,,,,,,,,,,,,,,,,
1034,SiO2,Sphere,None,Sol-Gel Method,,,,100000.0,H,Human,Umbilical Vein,Endothelial,Embryonic,24.0,10.0,CVS,CrystalViolet,90.625,10.1186/s12951-019-0456-4,,,56.7,,HUVEC,196.966569,240.0,,,0.23625000000000002,-0.6266281828186994,,,,,,,0.8206940374999999,-0.08581872179821694,,,,,,,,,,,,,,,,,
1035,SiO2,Sphere,None,Sol-Gel Method,,,,100000.0,H,Human,Umbilical Vein,Endothelial,Embryonic,24.0,15.0,CVS,CrystalViolet,86.25,10.1186/s12951-019-0456-4,,,56.7,,HUVEC,196.966569,360.0,,,0.1575,-0.8027194418743807,,,,,,,0.5471293583333333,-0.26190998085389816,,,,,,,,,,,,,,,,,
1036,SiO2,Sphere,None,Sol-Gel Method,,,,100000.0,H,Human,Umbilical Vein,Endothelial,Embryonic,24.0,20.0,CVS,CrystalViolet,84.167,10.1186/s12951-019-0456-4,,,56.7,,HUVEC,196.966569,480.0,,,0.11812500000000001,-0.9276581784826806,,,,,,,0.41034701874999996,-0.3868487174621981,,,,,,,,,,,,,,,,,
1037,SiO2,Sphere,None,Sol-Gel Method,,,,100000.0,H,Human,Umbilical Vein,Endothelial,Embryonic,24.0,25.0,CVS,CrystalViolet,79.792,10.1186/s12951-019-0456-4,,,56.7,,HUVEC,196.966569,600.0,,,0.0945,-1.024568191490737,,,,,,,0.32827761499999997,-0.4837587304702545,,,,,,,,,,,,,,,,,
1038,ZnO,Sph/Rho/Rod,None,Commercial,,,,60000.0,H,Human,Liver,Epithelial,Adult,48.0,10.0,MTT,TetrazoliumSalt,88.254,10.1016/j.scitotenv.2011.07.039,,,71.0,71.7,HepG2,196.966569,480.0,0.149375,-0.825722081707787,0.14791666666666667,-0.8299828886565119,,,,,,,0.41034701874999996,-0.3868487174621981,0.00210387323943662,-2.6769804304268625,,,,,,,,,,,,,,0.0007583774279989617,-3.120114601621176
1039,ZnO,Sph/Rho/Rod,None,Commercial,,,,60000.0,H,Human,Liver,Epithelial,Adult,48.0,25.0,MTT,TetrazoliumSalt,67.143,10.1016/j.scitotenv.2011.07.039,,,71.0,71.7,HepG2,196.966569,1200.0,0.059750000000000004,-1.2236620903798248,0.059166666666666666,-1.2279228973285496,,,,,,,0.16413880749999998,-0.7847887261342358,0.000841549295774648,-3.0749204390989,,,,,,,,,,,,,,0.00030335097119958465,-3.518054610293214
1040,ZnO,Sph/Rho/Rod,None,Commercial,,,,60000.0,H,Human,Liver,Epithelial,Adult,48.0,50.0,MTT,TetrazoliumSalt,10.0,10.1016/j.scitotenv.2011.07.039,,,71.0,71.7,HepG2,196.966569,2400.0,0.029875000000000002,-1.5246920860438058,0.029583333333333333,-1.5289528929925307,,,,,,,0.08206940374999999,-1.085818721798217,0.000420774647887324,-3.3759504347628813,,,,,,,,,,,,,,0.00015167548559979232,-3.819084605957195
1041,ZnO,Sph/Rho/Rod,None,Commercial,,,,60000.0,H,Human,Liver,Epithelial,Adult,48.0,100.0,MTT,TetrazoliumSalt,11.587,10.1016/j.scitotenv.2011.07.039,,,71.0,71.7,HepG2,196.966569,4800.0,0.014937500000000001,-1.825722081707787,0.014791666666666667,-1.829982888656512,,,,,,,0.041034701874999996,-1.3868487174621982,0.000210387323943662,-3.6769804304268625,,,,,,,,,,,,,,7.583774279989616e-05,-4.120114601621176
1042,TiO2,Rho/Sph,None,Commercial,,,,60000.0,H,Human,Liver,Epithelial,Adult,48.0,25.0,MTT,TetrazoliumSalt,90.794,10.1016/j.scitotenv.2011.07.039,,,42.3,-8.72,HepG2,196.966569,1200.0,-0.007266666666666667,,0.03525,-1.4528408786725826,,,,,,,0.16413880749999998,-0.7847887261342358,-0.00017178881008668244,,,,,,,,,,,,,,,-3.689289356848505e-05,
1043,TiO2,Rho/Sph,None,Commercial,,,,60000.0,H,Human,Liver,Epithelial,Adult,48.0,50.0,MTT,TetrazoliumSalt,94.921,10.1016/j.scitotenv.2011.07.039,,,42.3,-8.72,HepG2,196.966569,2400.0,-0.0036333333333333335,,0.017625,-1.7538708743365636,,,,,,,0.08206940374999999,-1.085818721798217,-8.589440504334122e-05,,,,,,,,,,,,,,,-1.8446446784242526e-05,
1044,TiO2,Rho/Sph,None,Commercial,,,,60000.0,H,Human,Liver,Epithelial,Adult,48.0,100.0,MTT,TetrazoliumSalt,115.4,10.1016/j.scitotenv.2011.07.039,,,42.3,-8.72,HepG2,196.966569,4800.0,-0.0018166666666666667,,0.0088125,-2.054900870000545,,,,,,,0.041034701874999996,-1.3868487174621982,-4.294720252167061e-05,,,,,,,,,,,,,,,-9.223223392121263e-06,
1045,TiO2,Rho/Sph,None,Commercial,,,,60000.0,H,Human,Liver,Epithelial,Adult,48.0,200.0,MTT,TetrazoliumSalt,103.17,10.1016/j.scitotenv.2011.07.039,,,42.3,-8.72,HepG2,196.966569,9600.0,-0.0009083333333333334,,0.00440625,-2.355930865664526,,,,,,,0.020517350937499998,-1.6878787131261794,-2.1473601260835305e-05,,,,,,,,,,,,,,,-4.6116116960606316e-06,
1046,CuO,Sphere,None,Commercial,,,,60000.0,H,Human,Liver,Epithelial,Adult,48.0,5.0,MTT,TetrazoliumSalt,51.746,10.1016/j.scitotenv.2011.07.039,,,28.0,70.76,HepG2,196.966569,240.0,0.29483333333333334,-0.5304234174739205,0.11666666666666667,-0.9330532103693868,,,,,,,0.8206940374999999,-0.08581872179821694,0.010529761904761906,-1.9775814488161396,,,,,,,,,,,,,,0.0014968699248314235,-2.8248159373873096
1047,CuO,Sphere,None,Commercial,,,,60000.0,H,Human,Liver,Epithelial,Adult,48.0,10.0,MTT,TetrazoliumSalt,38.889,10.1016/j.scitotenv.2011.07.039,,,28.0,70.76,HepG2,196.966569,480.0,0.14741666666666667,-0.8314534131379017,0.058333333333333334,-1.234083206033368,,,,,,,0.41034701874999996,-0.3868487174621981,0.005264880952380953,-2.278611444480121,,,,,,,,,,,,,,0.0007484349624157118,-3.125845933051291
1048,CuO,Sphere,None,Commercial,,,,60000.0,H,Human,Liver,Epithelial,Adult,48.0,25.0,MTT,TetrazoliumSalt,20.317,10.1016/j.scitotenv.2011.07.039,,,28.0,70.76,HepG2,196.966569,1200.0,0.058966666666666674,-1.2293934218099392,0.023333333333333334,-1.6320232147054057,,,,,,,0.16413880749999998,-0.7847887261342358,0.002105952380952381,-2.6765514531521584,,,,,,,,,,,,,,0.00029937398496628466,-3.5237859417233284
1049,CuO,Sphere,None,Commercial,,,,60000.0,H,Human,Liver,Epithelial,Adult,48.0,50.0,MTT,TetrazoliumSalt,13.651,10.1016/j.scitotenv.2011.07.039,,,28.0,70.76,HepG2,196.966569,2400.0,0.029483333333333337,-1.5304234174739204,0.011666666666666667,-1.9330532103693867,,,,,,,0.08206940374999999,-1.085818721798217,0.0010529761904761905,-2.9775814488161396,,,,,,,,,,,,,,0.00014968699248314233,-3.8248159373873096
1050,Co3O4,Rho/Qua,None,Commercial,,,,60000.0,H,Human,Liver,Epithelial,Adult,48.0,10.0,MTT,TetrazoliumSalt,70.635,10.1016/j.scitotenv.2011.07.039,,,78.3,45.32,HepG2,196.966569,480.0,0.09441666666666666,-1.0249513361842275,0.163125,-0.7874794753176438,,,,,,,0.41034701874999996,-0.3868487174621981,0.0012058322690506598,-2.918713098242171,,,,,,,,,,,,,,0.0004793537662052014,-3.3193438560976167
1051,Co3O4,Rho/Qua,None,Commercial,,,,60000.0,H,Human,Liver,Epithelial,Adult,48.0,25.0,MTT,TetrazoliumSalt,42.381,10.1016/j.scitotenv.2011.07.039,,,78.3,45.32,HepG2,196.966569,1200.0,0.037766666666666664,-1.4228913448562652,0.06525,-1.1854194839896814,,,,,,,0.16413880749999998,-0.7847887261342358,0.00048233290762026397,-3.3166531069142087,,,,,,,,,,,,,,0.00019174150648208055,-3.7172838647696542
1052,Co3O4,Rho/Qua,None,Commercial,,,,60000.0,H,Human,Liver,Epithelial,Adult,48.0,50.0,MTT,TetrazoliumSalt,23.968,10.1016/j.scitotenv.2011.07.039,,,78.3,45.32,HepG2,196.966569,2400.0,0.018883333333333332,-1.7239213405202465,0.032625,-1.4864494796536627,,,,,,,0.08206940374999999,-1.085818721798217,0.00024116645381013198,-3.61768310257819,,,,,,,,,,,,,,9.587075324104028e-05,-4.0183138604336355
1053,Co3O4,Rho/Qua,None,Commercial,,,,60000.0,H,Human,Liver,Epithelial,Adult,48.0,100.0,MTT,TetrazoliumSalt,12.063,10.1016/j.scitotenv.2011.07.039,,,78.3,45.32,HepG2,196.966569,4800.0,0.009441666666666666,-2.0249513361842277,0.0163125,-1.7874794753176437,,,,,,,0.041034701874999996,-1.3868487174621982,0.00012058322690506599,-3.918713098242171,,,,,,,,,,,,,,4.793537662052014e-05,-4.319343856097617
1054,ZnO,Sph/Rho/Rod,None,Commercial,,,,60000.0,A,Catfish,Liver,Epithelial,Adult,48.0,25.0,MTT,TetrazoliumSalt,90.095,10.1016/j.scitotenv.2011.07.039,,,71.0,71.7,Hepatocytes,196.966569,1200.0,0.059750000000000004,-1.2236620903798248,0.059166666666666666,-1.2279228973285496,,,,,,,0.16413880749999998,-0.7847887261342358,0.000841549295774648,-3.0749204390989,,,,,,,,,,,,,,0.00030335097119958465,-3.518054610293214
1055,ZnO,Sph/Rho/Rod,None,Commercial,,,,60000.0,A,Catfish,Liver,Epithelial,Adult,48.0,50.0,MTT,TetrazoliumSalt,85.333,10.1016/j.scitotenv.2011.07.039,,,71.0,71.7,Hepatocytes,196.966569,2400.0,0.029875000000000002,-1.5246920860438058,0.029583333333333333,-1.5289528929925307,,,,,,,0.08206940374999999,-1.085818721798217,0.000420774647887324,-3.3759504347628813,,,,,,,,,,,,,,0.00015167548559979232,-3.819084605957195
1056,ZnO,Sph/Rho/Rod,None,Commercial,,,,60000.0,A,Catfish,Liver,Epithelial,Adult,48.0,100.0,MTT,TetrazoliumSalt,79.429,10.1016/j.scitotenv.2011.07.039,,,71.0,71.7,Hepatocytes,196.966569,4800.0,0.014937500000000001,-1.825722081707787,0.014791666666666667,-1.829982888656512,,,,,,,0.041034701874999996,-1.3868487174621982,0.000210387323943662,-3.6769804304268625,,,,,,,,,,,,,,7.583774279989616e-05,-4.120114601621176
1057,ZnO,Sph/Rho/Rod,None,Commercial,,,,60000.0,A,Catfish,Liver,Epithelial,Adult,48.0,200.0,MTT,TetrazoliumSalt,55.81,10.1016/j.scitotenv.2011.07.039,,,71.0,71.7,Hepatocytes,196.966569,9600.0,0.0074687500000000006,-2.1267520773717683,0.007395833333333333,-2.131012884320493,,,,,,,0.020517350937499998,-1.6878787131261794,0.000105193661971831,-3.9780104260908433,,,,,,,,,,,,,,3.791887139994808e-05,-4.421144597285157
1058,TiO2,Rho/Sph,None,Commercial,,,,60000.0,A,Catfish,Liver,Epithelial,Adult,48.0,25.0,MTT,TetrazoliumSalt,100.19,10.1016/j.scitotenv.2011.07.039,,,42.3,-8.72,Hepatocytes,196.966569,1200.0,-0.007266666666666667,,0.03525,-1.4528408786725826,,,,,,,0.16413880749999998,-0.7847887261342358,-0.00017178881008668244,,,,,,,,,,,,,,,-3.689289356848505e-05,
1059,TiO2,Rho/Sph,None,Commercial,,,,60000.0,A,Catfish,Liver,Epithelial,Adult,48.0,50.0,MTT,TetrazoliumSalt,93.333,10.1016/j.scitotenv.2011.07.039,,,42.3,-8.72,Hepatocytes,196.966569,2400.0,-0.0036333333333333335,,0.017625,-1.7538708743365636,,,,,,,0.08206940374999999,-1.085818721798217,-8.589440504334122e-05,,,,,,,,,,,,,,,-1.8446446784242526e-05,
